Wall time,Step,Value
1685955686.5356545,24062,530.0
1685955768.4853654,37505,639.5
1685955838.2157047,48652,761.6666870117188
1685955939.2745948,64853,760.5
1685955996.7468257,74226,819.4000244140625
1685956155.6763659,98288,811.6666870117188
1685956316.6561713,122167,859.4285888671875
1685956419.1394718,138352,836.0
1685956432.7237277,140541,899.0
1685956463.4547083,145257,1026.4000244140625
1685956527.7545784,155440,1138.3636474609375
1685956544.2004535,157880,1181.5
1685956557.9370706,159933,1271.84619140625
1685956573.3985035,162262,1322.0
1685956588.5865657,164511,1356.933349609375
1685956607.4763148,167325,1397.3125
1685956619.1361213,169018,1433.0
1685956632.2708442,170961,1471.8333740234375
1685956656.833626,174675,1540.6842041015625
1685956674.4260447,177269,1595.8499755859375
1685956682.3422992,178387,1589.4285888671875
1685956686.8159711,179090,1566.1363525390625
1685956711.2455392,182933,1668.9130859375
1685956719.0397527,183994,1676.2916259765625
1685956727.7289774,185180,1696.8800048828125
1685956738.9378023,186776,1688.34619140625
1685956744.132362,187583,1672.0
1685956752.0185802,188794,1708.25
1685956760.6928048,190002,1713.965576171875
1685956766.0231073,190817,1719.1666259765625
1685956773.439716,191810,1716.806396484375
1685956783.2214327,193341,1722.0625
1685956796.5147636,195254,1740.1817626953125
1685956804.2592034,196303,1748.176513671875
1685956814.4436553,197775,1775.3143310546875
1685956822.719253,198935,1782.6666259765625
1685956833.0642877,200391,1818.0
1685956837.9007418,201004,1799.6578369140625
1685956841.4532738,201545,1782.2821044921875
1685956851.740671,203165,1810.25
1685956856.9681616,203990,1802.51220703125
1685956862.5229306,204864,1795.3095703125
1685956867.1849458,205591,1788.1395263671875
1685956877.974484,207282,1815.3182373046875
1685956884.3368974,208276,1816.844482421875
1685956897.3779676,210322,1833.021728515625
1685956899.6166008,210671,1809.723388671875
1685956904.1258433,211376,1803.0
1685956910.6232014,212374,1805.2041015625
1685956919.0148933,213677,1812.199951171875
1685956925.9314165,214760,1806.2548828125
1685956933.7466593,215989,1810.34619140625
1685956940.357988,217022,1809.188720703125
1685956945.3563592,217809,1802.6666259765625
1685956950.2583747,218574,1793.54541015625
1685956956.1730764,219507,1795.642822265625
1685956961.6310947,220352,1792.22802734375
1685956968.7472148,221459,1789.3448486328125
1685956979.3832116,223132,1799.3050537109375
1685956985.1679814,224022,1794.4832763671875
1685956992.017498,225070,1796.0819091796875
1685956995.9005954,225665,1784.98388671875
1685957003.8251507,226882,1782.6507568359375
1685957009.281178,227722,1778.546875
1685957011.6766243,228087,1762.2769775390625
1685957016.8757703,228892,1758.1514892578125
1685957028.5538895,230727,1769.1790771484375
1685957040.3439384,232596,1782.558837890625
1685957046.994672,233651,1784.4202880859375
1685957054.1926472,234778,1786.05712890625
1685957060.223206,235724,1782.2957763671875
1685957067.9530096,236922,1782.888916015625
1685957073.9718957,237837,1779.356201171875
1685957083.8925183,239376,1791.5810546875
1685957093.8326936,240920,1805.7733154296875
1685957101.2450104,242068,1802.5789794921875
1685957105.9089377,242788,1798.6883544921875
1685957109.4138525,243323,1789.94873046875
1685957115.7938151,244310,1788.31640625
1685957128.7886357,246325,1801.3125
1685957135.9615836,247459,1802.5062255859375
1685957144.2845051,248752,1811.768310546875
1685957151.48685,249855,1817.3975830078125
1685957157.9669137,250699,1813.607177734375
1685957164.2405355,251672,1815.9176025390625
1685957171.5681844,252811,1815.68603515625
1685957177.1374009,253686,1812.137939453125
1685957184.894876,254897,1808.29541015625
1685957187.422607,255278,1796.1910400390625
1685957193.571801,256237,1797.477783203125
1685957197.2830184,256814,1789.82421875
1685957203.694645,257814,1791.0977783203125
1685957210.2269645,258831,1794.0645751953125
1685957214.8545818,259554,1788.14892578125
1685957224.66734,261036,1798.4000244140625
1685957230.829805,261983,1798.7708740234375
1685957236.8928535,262909,1798.7216796875
1685957244.17877,264034,1796.6734619140625
1685957249.7127528,264897,1796.8787841796875
1685957257.5789537,266131,1793.9300537109375
1685957265.2674768,267322,1808.300048828125
1685957274.290501,268731,1821.06005859375
1685957285.5669487,270322,1832.9000244140625
1685957289.0114408,270857,1836.469970703125
1685957299.448411,272315,1849.280029296875
1685957305.3086057,273092,1856.5699462890625
1685957313.6594775,274225,1865.1400146484375
1685957320.1454837,275096,1876.9100341796875
1685957324.855044,275825,1878.030029296875
1685957332.3461835,276846,1871.3499755859375
1685957340.0739694,278059,1863.800048828125
1685957349.5669904,279542,1870.8900146484375
1685957359.5290413,281091,1871.5
1685957367.0919847,282264,1867.6099853515625
1685957374.9137557,283489,1871.8800048828125
1685957383.146552,284789,1878.739990234375
1685957397.9038954,286930,1890.8199462890625
1685957405.5189557,287957,1888.31005859375
1685957414.1628387,289302,1889.2099609375
1685957421.8421993,290491,1881.969970703125
1685957429.5353475,291688,1892.6600341796875
1685957439.8700378,293000,1900.6400146484375
1685957448.638494,294355,1873.530029296875
1685957454.615597,295279,1870.300048828125
1685957462.0943177,296430,1864.3900146484375
1685957465.4012973,296935,1860.52001953125
1685957470.0134175,297635,1863.5899658203125
1685957474.5938041,298347,1852.0400390625
1685957481.3225791,299354,1852.9200439453125
1685957488.9409587,300541,1850.0400390625
1685957501.1550503,302450,1862.93994140625
1685957503.582381,302815,1851.3900146484375
1685957507.1377835,303370,1839.1400146484375
1685957509.5067947,303733,1826.3699951171875
1685957517.239525,304929,1818.4200439453125
1685957526.345007,306364,1818.8900146484375
1685957531.3099253,307123,1798.719970703125
1685957538.7380888,308280,1811.3399658203125
1685957544.0325992,309103,1814.6800537109375
1685957555.794291,310899,1808.989990234375
1685957559.3022926,311440,1805.0799560546875
1685957566.7148015,312597,1805.8699951171875
1685957573.1204147,313596,1806.760009765625
1685957579.1774323,314535,1796.18994140625
1685957587.5734756,315846,1801.22998046875
1685957594.3589797,316916,1794.68994140625
1685957598.0613532,317487,1798.1500244140625
1685957605.6663656,318671,1799.530029296875
1685957615.9560826,320258,1804.5999755859375
1685957621.2341084,321067,1796.0699462890625
1685957624.8505676,321600,1791.8699951171875
1685957633.029414,322884,1800.0400390625
